processing_timestamp,original_timestamp,type,sensor_id,temperature,humidity,status,user,action
2025-04-10T20:34:09.469002,2025-04-10T20:34:08.966680,activity,,,,,user_194,logout
2025-04-10T20:34:11.606795,2025-04-10T20:34:11.463833,activity,,,,,user_115,click_button,/products/item_15,details
2025-04-10T20:34:13.736457,2025-04-10T20:34:13.536769,activity,,,,,user_140,purchase,order_17160,427.02,1
2025-04-10T20:34:15.870827,2025-04-10T20:34:15.530883,activity,,,,,user_191,view_page,/products/item_11
2025-04-10T20:34:16.660456,2025-04-10T20:34:16.654258,activity,,,,,user_129,click_button,/products/item_15,details
2025-04-10T20:34:18.088634,2025-04-10T20:34:17.963149,activity,,,,,user_184,click_button,/products/item_9,buy_now
2025-04-10T20:34:19.536706,2025-04-10T20:34:19.534219,activity,,,,,user_143,add_to_cart,item_18,3
2025-04-10T20:34:22.365301,2025-04-10T20:34:21.928132,activity,,,,,user_181,add_to_cart,item_7,1
2025-04-10T20:34:23.799415,2025-04-10T20:34:23.638990,activity,,,,,user_185,click_button,/products/item_24,details
2025-04-10T20:34:24.518911,2025-04-10T20:34:24.150138,activity,,,,,user_117,view_page,/products/item_24
2025-04-10T20:34:25.263442,2025-04-10T20:34:25.251333,activity,,,,,user_125,click_button,/products/item_11,details
2025-04-10T20:34:27.434379,2025-04-10T20:34:26.871467,activity,,,,,user_104,click_button,/products/item_11,add_wishlist
2025-04-10T20:34:28.161786,2025-04-10T20:34:27.650581,activity,,,,,user_196,add_to_cart,item_20,3
2025-04-10T20:34:29.740151,2025-04-10T20:34:29.738422,activity,,,,,user_131,add_to_cart,item_38,1
2025-04-10T20:34:31.175562,2025-04-10T20:34:30.724056,activity,,,,,user_156,logout
2025-04-10T20:34:31.950885,2025-04-10T20:34:31.948167,activity,,,,,user_180,add_to_cart,item_22,2
2025-04-10T20:34:34.131075,2025-04-10T20:34:33.720465,activity,,,,,user_164,view_page,/products/item_7
2025-04-10T20:34:34.848989,2025-04-10T20:34:34.822793,activity,,,,,user_197,logout
2025-04-10T20:34:36.279134,2025-04-10T20:34:35.860915,activity,,,,,user_163,click_button,/products/item_4,buy_now
